_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
4162,"900 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,4,4,,,,,,1,,,
4163,"700 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,4,4,Northview Heights,1,26,42003260900,1,1,1-13,40.4759997700279,-79.9982412589835
4164,"7600 BLOCK BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,4,4,Homewood South,9,13,42003130400,2,5,3-17,40.4548456612805,-79.8903214783225
4165,"6400 BLOCK APPLE AVE PITTSBURGH, PA 15206",2,0,1,0,1,0,2021,4,4,,,,,,5,,,
4166,"100 BLOCK NOTTINGHAM DR PITTSBURGH, PA 15205",3,0,3,0,0,0,2021,4,4,,,,,,OSC,,,
4167,"100 BLOCK NOTTINGHAM DR PITTSBURGH, PA 15205",1,0,1,0,0,0,2021,4,4,,,,,,OSC,,,
4168,"7200 BLOCK FELICIA WAY PITTSBURGH, PA 15208",1,0,0,0,1,0,2021,4,5,Homewood South,9,13,42003130300,2,5,3-17,40.4569332160223,-79.8964467490695
4169,"1500 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,4,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4286928036566,-79.9833100173741
4170,"2700 BLOCK STAFFORD ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,4,5,Sheraden,2,20,42003562500,5,6,1-16,40.4545491428075,-80.0481468153909
4171,"1200 BLOCK STEUBEN ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,4,5,Crafton Heights,2,20,42003281500,5,6,1-17,40.4411099438201,-80.0469414979735
4172,"800 BLOCK ANAHEIM ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2021,4,5,Upper Hill,6,5,42003050600,3,2,2-22,40.4518200950995,-79.9605053299
4173,"800 BLOCK ANAHEIM ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2021,4,5,Upper Hill,6,5,42003050600,3,2,2-22,40.4518200950995,-79.9605053299
4174,"400 BLOCK SANDY DR GLENSHAW, PA 15116",1,0,1,0,0,0,2021,4,5,,,,,,OSC,,,
4175,"CRISPEN ST & MAGINN AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,4,5,Perry South,6,26,42003261500,1,1,1-12,40.4687616938985,-80.0168702156004
4176,"600 BLOCK GENERAL ROBINSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,4,6,North Shore,1,23,42003563200,1,1,1-20,40.4494258972027,-79.9979490445615
4177,"BRUSHTON AVE & RACE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,4,6,Homewood North,9,13,42003130100,2,5,3-17,40.4570785220085,-79.8879709963156
4192,"27TH ST & PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,5,0,Strip District,7,6,42003020300,6,2,2-25,40.4558897276113,-79.9770336944476
4193,"1400 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,5,0,,,,,,1,,,
4194,"300 BLOCK MT PLEASANT RD PITTSBURGH, PA",2,0,2,0,0,0,2021,5,0,,,,,,1,,,
4195,"FRANKSTOWN AVE & JULIUS ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,5,0,Larimer,9,12,42003120800,2,5,3-10,40.4596064651507,-79.9113497482967
4196,"200 BLOCK FEDERAL ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,5,0,North Shore,1,22,42003563200,6,1,1-20,40.4484213102204,-80.0039635417819
4197,"2100 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,5,0,Middle Hill,6,5,42003050100,3,2,2-1,40.4448902812774,-79.979247488563
4198,"N HOMEWOOD AVE & BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,5,0,Homewood South,9,13,42003130300,2,5,3-17,40.4564719130633,-79.8966632728295
4199,"2300 BLOCK SOMERS ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,5,0,,,,,,2,,,
4200,"600 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2021,5,0,Allentown,3,18,42003180300,5,3,4-21,40.4215599781998,-79.9972070893429
4201,"1500 BLOCK TERMON AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,5,0,Brighton Heights,1,27,42003270100,1,1,1-14,40.4827514880319,-80.0384466890689
4202,"2000 BLOCK BEECHWOOD BLVD PITTSBURGH, PA 15217",1,0,1,0,0,0,2021,5,0,Squirrel Hill South,5,14,42003980300,3,4,2-21,40.4362052209702,-79.9089300876451
4203,"600 BLOCK OAKWOOD ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,1,East Hills,9,13,42003130600,2,5,3-17,40.4523185097134,-79.8848684207649
4204,"100 BLOCK MARLOW ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,5,1,Elliott,2,20,42003562600,5,6,1-17,40.4431446250618,-80.0396927533593
4205,"6TH ST & LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,5,1,Central Business District,6,1,42003020100,6,2,1-3,40.4419317468602,-80.0017977129819
4206,"1300 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,5,1,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4686267994031,-79.9011653372096
4207,"3200 BLOCK MENGES ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,5,1,Sheraden,2,20,42003562500,5,6,1-16,40.4594161260005,-80.0574887319249
4208,"1200 BLOCK NOLAN CT PITTSBURGH, PA 15221",1,0,0,0,1,0,2021,5,1,Homewood North,9,13,42003130100,2,5,3-17,40.4594394730591,-79.8868738733753
4209,"2700 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,5,1,Terrace Village,6,5,42003051000,3,2,2-5,40.4471425289927,-79.9670278555567
4210,"900 BLOCK N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,5,1,,,,,,5,,,
4211,"N BRADDOCK AVE & PENN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,2,Point Breeze,9,14,42003140600,3,4,3-14,40.4471406664877,-79.8951649869709
4212,"1700 BLOCK MORNINGSIDE AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,5,2,Morningside,7,10,42003101400,2,5,3-7,40.4853034116818,-79.9282550801625
4213,"LEMINGTON AVE & WESTMORELAND ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,5,2,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4669516097113,-79.8937585441459
4214,"700 BLOCK JUNILLA ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,5,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4496558836076,-79.9725300492789
4215,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",3,0,3,0,0,0,2021,5,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
4216,"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,2,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
4217,"2300 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,0,0,1,0,2021,5,2,East Hills,9,13,42003130600,2,5,3-19,40.4546516400957,-79.8698502042839
4218,"2300 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,0,0,1,0,2021,5,2,East Hills,9,13,42003130600,2,5,3-19,40.4546516400957,-79.8698502042839
4219,"1000 BLOCK RINGGOLD ST PITTSBURGH, PA 15205",1,0,0,0,0,1,2021,5,2,Crafton Heights,2,28,42003281400,5,6,1-17,40.4437799674723,-80.0486863495238
4220,"LINCOLN AVE & MEADOW ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,5,3,Larimer,9,12,42003120400,2,5,3-12,40.4610640817249,-79.909792248901
4221,"2900 BLOCK N CHARLES ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,5,3,Perry South,6,26,42003261400,1,1,1-23,40.4705076955718,-80.0111836603721
4222,"100 BLOCK BALDWICK RD PITTSBURGH, PA 15205",1,0,1,0,0,0,2021,5,3,Oakwood,2,28,42003562800,5,6,1-19,40.4278005786678,-80.0631003534658
4223,"1900 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2021,5,3,Beechview,4,19,42003192000,5,6,4-26,40.4051242131925,-80.01922359698
4224,"STERRETT ST & RACE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,5,3,Homewood North,9,13,42003130200,2,5,3-17,40.4583612889261,-79.8935789525699
4225,"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,5,4,East Hills,9,13,42003130600,2,5,3-19,40.4532044463424,-79.8740675554629
4226,"300 BLOCK MAPLE TER PITTSBURGH, PA 15211",1,0,0,1,0,0,2021,5,4,Mount Washington,2,19,42003191400,5,3,4-27,40.4306320385847,-80.0095840827196
4227,"36TH ST & SMALLMAN ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2021,5,4,Lower Lawrenceville,7,6,42003060300,2,2,3-3,40.4660871082721,-79.9670010467355
4228,"300 BLOCK MATHEWS AVE PITTSBURGH, PA 15210",1,0,0,0,0,1,2021,5,4,Knoxville,3,30,42003300100,5,3,4-7,40.4130974806135,-79.9930634863787
4229,"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,0,1,0,0,2021,5,4,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
4230,"5600 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,5,4,East Liberty,9,8,42003111500,2,5,3-8,40.4634845219475,-79.9306541963189
4231,"N HOMEWOOD AVE & CASSINA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,5,4,Homewood South,9,13,42003130300,2,5,3-17,40.4539799567731,-79.8979642420487
4232,"700 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2021,5,4,Allentown,3,18,42003180300,5,3,4-21,40.4215189803883,-79.9954887053187
4233,"900 BLOCK INWOOD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,5,4,,,,,,5,,,
4234,"BROWNSVILLE RD & W CHERRYHILL ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,5,5,Carrick,4,29,42003290100,3,3,4-12,40.3981236975766,-79.9884849706615
4235,"4900 BLOCK CENTRE AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2021,5,5,Shadyside,8,7,42003070900,2,4,2-23,40.4531430674934,-79.9466344550393
4236,"500 BLOCK STATION ST PENN HILLS, PA 15235",1,0,1,0,0,0,2021,5,5,,,,42003523702,,OSC,,40.4904533321666,-79.7848106756381
4237,"FRANKSTOWN AVE & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,5,5,Homewood South,9,13,42003130300,2,5,3-17,40.4579137505913,-79.8985316667264
4238,"700 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2021,5,5,Glen Hazel,5,15,42003562300,3,4,2-13,40.4056098631174,-79.9337392354462
4239,"CALISTOGA PL & SONNY ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,5,East Hills,9,13,42003130600,2,5,3-19,40.4510921690624,-79.8729916106324
4240,"800 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,5,5,Allentown,3,18,42003180300,5,3,4-6,40.4218022561637,-79.9937050598573
4241,"S BRADDOCK AVE & FORBES AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,5,Point Breeze,9,14,42003140600,3,4,3-14,40.439669249036,-79.8976451472871
4242,"8000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2021,5,5,East Hills,9,13,42003130600,2,5,3-17,40.4552606237255,-79.8845868564995
4243,"100 BLOCK KISOW DR PITTSBURGH, PA 15205",1,0,1,0,0,0,2021,5,5,,,,42003460002,,OSC,,40.4504467707377,-80.105753563622
4244,"1200 BLOCK ELWELL ST PITTSBURGH, PA 15207",1,0,0,0,0,1,2021,5,5,Lincoln Place,5,31,42003310200,3,4,4-20,40.3695327358778,-79.9155644128248
4245,"SUNSET AVE & SOUTH SIDE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,5,5,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4695021356625,-79.9992758119609
4246,"1100 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,6,Homewood North,9,13,42003130100,2,5,3-17,40.4579459828259,-79.888380239953
4247,"1600 BLOCK WESTCHESTER ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,5,6,,,,,,6,,,
4248,"100 BLOCK VIRGINIA AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2021,5,6,Mount Washington,2,19,42003191400,5,3,4-27,40.4294831107355,-80.0073760146438
4249,"5200 BLOCK MORA WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2021,5,6,Garfield,9,10,42003101600,2,5,3-4,40.4726366802547,-79.9384275986268
4250,"1700 BLOCK BROADHEAD ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2021,5,6,,,,,,5,,,
4251,"7900 BLOCK TIOGA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,5,6,Homewood South,9,13,42003130400,2,5,3-17,40.4500265322096,-79.8868071923226
4252,"4300 BLOCK FRANK ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2021,5,6,Greenfield,5,15,42003151700,3,4,2-12,40.4210493892324,-79.9336973435279
4253,"2200 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,5,6,Middle Hill,6,5,42003050100,3,2,2-1,40.4482327410463,-79.9783201165693
4254,"3200 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,5,6,Esplen,2,20,42003562500,5,6,1-27,40.4615107539974,-80.0503523924791
4255,"1800 BLOCK MARY ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2021,5,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4260621894302,-79.9807987180155
4258,"LARIMER AVE & WINSLOW ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,6,0,Larimer,9,12,42003120400,2,5,3-12,40.4657387599482,-79.9133564304215
4259,"1900 BLOCK MANHATTAN ST PITTSBURGH, PA 15233",2,0,1,0,1,0,2021,6,0,Manchester,6,21,42003210700,1,1,1-8,40.4586288698008,-80.0278129497456
4260,"8600 BLOCK BRICELYN ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,6,0,East Hills,9,13,42003130600,2,5,3-17,40.4578647734886,-79.8743592274177
4261,"7200 BLOCK BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,6,0,Homewood South,9,13,42003130300,2,5,3-17,40.4564560852674,-79.8966319961519
4262,"HAMILTON AVE & ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,6,0,Larimer,9,12,42003120800,2,5,3-10,40.4593461031373,-79.9144418884384
4263,"200 BLOCK ELMORE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,0,Terrace Village,6,5,42003051100,3,2,2-1,40.4418354617292,-79.9754116022702
4264,"100 BLOCK LECKY AVE PITTSBURGH, PA 15212",5,0,3,0,2,0,2021,6,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4757393943858,-80.0336078990831
4265,"N LANG BR & IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,6,1,Homewood North,9,13,42003130100,2,5,3-17,40.4586902914696,-79.8982274916388
4266,"BIGHAM ST & GRANDVIEW AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2021,6,1,Mount Washington,2,19,42003190300,5,3,4-1,40.435869615087,-80.014613248113
4267,"1200 BLOCK PENNSYLVANIA AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,6,1,Manchester,6,21,42003210700,1,1,1-8,40.4548878100813,-80.0226308969092
4268,"1300 BLOCK WAREMAN AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2021,6,1,Brookline,4,19,42003191800,5,6,4-26,40.390534084693,-80.0127446669752
4269,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2021,6,1,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4270,"1300 BLOCK LIVERPOOL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,6,1,Manchester,6,21,42003210700,1,1,1-8,40.4554358819756,-80.0252555026694
4271,"5700 BLOCK DELLAGLEN AVE PITTSBURGH, PA 15207",3,0,1,1,0,1,2021,6,1,Lincoln Place,5,31,42003310200,3,4,4-20,40.3665427588476,-79.9198640572842
4272,"1700 BLOCK LAPORTE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,6,1,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4717578835767,-79.8901251956678
4273,"7000 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,6,1,Homewood South,9,13,42003130300,2,5,3-17,40.4566120579776,-79.9018146354302
4274,"BENNETT ST & N BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,1,Homewood South,9,13,42003130400,2,5,3-17,40.4550404143599,-79.8903839115016
4275,"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,1,,,,,,5,,,
4276,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,0,0,1,0,2021,6,2,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
4277,"1400 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,6,2,,,,,,1,,,
4278,"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,6,2,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
4279,"5400 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2021,6,2,Garfield,9,11,42003111400,2,5,3-4,40.4654201034803,-79.9358071613606
4280,"1700 BLOCK COLWELL ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,2,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.439108658756,-79.9820339067967
4281,"7600 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,2,Homewood South,9,13,42003130400,2,5,3-17,40.4559504015839,-79.8899923158022
4282,"1300 BLOCK FERRIS CT PITTSBURGH, PA 15221",1,0,0,1,0,0,2021,6,2,Homewood North,9,13,42003130100,2,5,3-17,40.4595856873817,-79.8876404038453
4283,"3300 BLOCK RIDGEWAY ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,2,,,,,,2,,,
4284,"700 BLOCK EUREKA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,6,2,Allentown,3,18,42003180300,5,3,4-5,40.4237189391873,-79.9958266156656
4285,"1200 BLOCK WOODLAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,6,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4697396230738,-80.0275103365149
4286,"1200 BLOCK WOODLAND AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,6,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4697396230738,-80.0275103365149
4287,"FRANKSTOWN AVE & N LANG AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2021,6,2,Homewood South,9,13,42003130300,2,5,3-17,40.4579137505913,-79.8985316667264
4288,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,6,2,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4289,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,6,2,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4290,"400 BLOCK SPARTA ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,6,3,Elliott,2,20,42003562600,5,6,1-17,40.4389238198934,-80.0364320055824
4291,"HAZELWOOD AVE & FRANK ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2021,6,3,Hazelwood,5,15,42003562300,3,4,2-12,40.4198057904757,-79.9331093956498
4292,"WOOSTER ST & WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,3,Middle Hill,6,5,42003050100,3,2,2-1,40.4453105249332,-79.9782837934625
4293,"3500 BLOCK EULER WAY PITTSBURGH, PA 15213",1,0,1,0,0,0,2021,6,3,Central Oakland,3,4,42003040500,3,4,2-14,40.4401322836233,-79.9598088426727
4294,"1000 BLOCK HERRON AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,3,Polish Hill,7,6,42003060500,6,2,2-6,40.4567426192448,-79.9650254951652
4295,"100 BLOCK 11TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,6,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4274625663979,-79.9876285013227
4296,"6400 BLOCK DEARY ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,6,3,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4678290315663,-79.9071536264585
4297,"700 BLOCK LENORA ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2021,6,4,,,,,,5,,,
4298,"400 BLOCK ROSEDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,4,,9,,42003130400,,5,3-16,40.447688780542,-79.8881626598822
4299,"800 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,6,4,Allentown,3,18,42003180300,5,3,4-6,40.4218022561637,-79.9937050598573
4300,"700 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,6,4,Northview Heights,1,26,42003260900,1,1,1-13,40.4759997700279,-79.9982412589835
4301,"1300 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,4,Central Business District,6,3,42003020100,6,2,2-4,40.4399475882372,-79.988493436284
4302,"600 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,6,4,Central Business District,6,2,42003020100,6,2,1-3,40.4415332222525,-79.9974088316752
4303,"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,4,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
4304,"1200 BLOCK DICKSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,6,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.470214299751,-80.0280790451795
4305,"BRIGHTON RD & WOODS RUN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,6,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.4764971519818,-80.0317220369235
4306,"200 BLOCK CAPE MAY AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2021,6,4,Beechview,4,19,42003191600,5,6,4-28,40.4092374129105,-80.0197562222564
4307,"MAYTIDE ST & EDGAR ST PITTSBURGH, PA 15227",1,0,1,0,0,0,2021,6,4,Carrick,4,29,42003290400,3,3,4-23,40.3843862925394,-79.9804151086598
4308,"700 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",2,0,0,1,1,0,2021,6,5,Allentown,3,18,42003180300,5,3,4-21,40.4215189803883,-79.9954887053187
4309,"E CARSON ST & S 16TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,6,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4288374283505,-79.9828313417294
4310,"4400 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2021,6,5,Bloomfield,7,9,42003090300,2,5,3-6,40.4659669186611,-79.9532653084101
4311,"ARABELLA ST & REDLYN ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2021,6,5,Knoxville,3,30,42003300100,5,3,4-7,40.4124234324844,-79.9914334982738
4312,"OAKWOOD ST & MULFORD ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,5,Homewood South,9,13,42003130400,2,5,3-17,40.4525563193833,-79.8852163423792
4313,"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,5,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
4314,"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,6,5,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
4315,"300 BLOCK WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2021,6,5,Hazelwood,5,15,42003562300,3,4,2-13,40.404943078292,-79.9391650316465
4316,"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,6,5,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
4317,"2300 BLOCK WILNER DR PITTSBURGH, PA 15221",3,0,2,0,1,0,2021,6,5,East Hills,9,13,42003130600,2,5,3-19,40.4546516400957,-79.8698502042839
4318,"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",2,0,1,1,0,0,2021,6,6,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030669122,-80.0523889725174
4319,"2000 BLOCK BEECHWOOD BLVD PITTSBURGH, PA 15217",1,0,1,0,0,0,2021,6,6,Squirrel Hill South,5,14,42003980300,3,4,2-21,40.4362052209702,-79.9089300876451
4320,"5300 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2021,6,6,,,,,,5,,,
4321,"200 BLOCK REIFERT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,6,6,Knoxville,3,30,42003300100,5,3,4-7,40.4081378138273,-79.9921143140098
4322,"MT PLEASANT RD & CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,6,6,Northview Heights,1,26,42003260900,1,1,1-13,40.4786172235021,-80.0008546522614
4323,"KELLY ST & STERRETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,6,6,Homewood South,9,13,42003130300,2,5,3-17,40.4550506471857,-79.8948684002748
4324,"S 15TH ST & BINGHAM ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,6,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4294770627239,-79.9834076665419
4325,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,6,6,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
4326,"500 BLOCK GARNER CT PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,6,6,,,,,,2,,,
4327,"KELLY ST & STERRETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,6,6,Homewood South,9,13,42003130300,2,5,3-17,40.4550506471857,-79.8948684002748
4328,"7700 BLOCK CASSINA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,6,6,,,,,,5,,,
4357,"100 BLOCK AUBURN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,7,0,,,,,,5,,,
4358,"S 18TH ST & WRIGHTS WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4292363448493,-79.9805170263058
