_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
2938,"1900 BLOCK PIONEER AVE PITTSBURGH, PA 15226",1,0,0,1,0,0,2019,9,0,Brookline,4,19,42003191700,5,6,4-26,40.4040374887942,-80.0160585948811
2939,"200 BLOCK COPPERFIELD AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,0,,,,,,3,,,
2940,"3200 BLOCK SACRAMENTO AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,9,0,Sheraden,2,20,42003562500,5,6,1-16,40.4594141126903,-80.0520919378589
2941,"800 BLOCK NOBLESTOWN RD CARNEGIE, PA 15205",1,0,1,0,0,0,2019,9,0,,,,,,6,,,
2942,"3300 BLOCK RIDGEWAY ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,9,0,,,,,,2,,,
2943,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,0,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
2944,"WYOMING ST & VINECLIFFE ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,9,1,Mount Washington,2,19,42003191400,5,3,4-27,40.4305226147347,-80.0064754427989
2945,"100 BLOCK HAZLETT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,9,1,Northview Heights,1,26,42003260900,1,1,1-13,40.4771220938325,-80.0016475315907
2946,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,9,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4064716901937,-79.9397228704083
2947,"700 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,1,Knoxville,3,30,42003300100,5,3,4-7,40.4098987771292,-79.9906009292209
2948,"200 BLOCK REIFERT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,1,Knoxville,3,30,42003300100,5,3,4-7,40.4081378138272,-79.9921143140098
2949,"3000 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,2,,,,,,3,,,
2950,"CRUCIBLE ST & WILTON WAY PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,9,2,Crafton Heights,2,20,42003281400,5,6,1-17,40.445055916004,-80.0444788506378
2951,"1000 BLOCK DAVIS AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,2,Brighton Heights,1,27,42003270800,1,1,1-14,40.4816760020531,-80.0295594981361
2952,"1400 BLOCK HOFFMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,9,2,Manchester,6,21,42003210700,1,1,1-8,40.4598836599928,-80.0285739579842
2953,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,9,2,Homewood South,9,13,42003130300,2,5,3-17,40.4555186499155,-79.8969956274934
2954,"WOODS RUN AVE & BRIGHTON RD PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,9,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.4764971519817,-80.0317220369235
2955,"100 BLOCK ELMONT ST PITTSBURGH, PA 15205",2,0,1,0,0,1,2019,9,2,,,,,,6,,,
2956,"<100 BLOCK COURTRIGHT ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4755901096873,-80.0312217659577
2957,"5400 BLOCK CAMELIA ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2019,9,3,Stanton Heights,7,10,42003101800,2,5,3-5,40.4793895935494,-79.9464219693637
2958,"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,9,3,,,,,,5,,,
2959,"SCHENLEY DR & FORBES AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,9,3,North Oakland,8,4,42003982200,3,4,2-7,40.4431831154911,-79.9535481570265
2960,"600 BLOCK DANBURY ST PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,9,3,,,,,,1,,,
2961,"<100 BLOCK BEDFORD SQ PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,9,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4296551499678,-79.9866760656623
2962,"200 BLOCK KNOX AVE PITTSBURGH, PA 15210",1,0,0,0,0,1,2019,9,3,Knoxville,3,30,42003300100,5,3,4-7,40.4113719087865,-79.9903639822533
2963,"2800 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.469952706302,-80.0301204911086
2964,"CHATAEU ST & STEDMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,9,3,Chateau,6,21,42003980600,1,1,1-8,40.4532246215523,-80.0281192832821
2965,"500 BLOCK MAYTIDE ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,9,4,Carrick,4,32,42003290400,3,3,4-23,40.3844903178429,-79.9884270621581
2966,"1800 BLOCK BENTLEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,9,4,Terrace Village,6,5,42003051100,3,2,2-1,40.440816391475,-79.9740765761453
2967,"LARKINS WAY & S 27TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,9,4,South Side Flats,3,16,42003160900,3,3,4-24,40.4258113556089,-79.9676898170827
2968,"400 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,1,0,0,0,0,2019,9,4,East Allegheny,1,23,42003563200,1,1,1-6,40.4534470594397,-80.0015589134548
2969,"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,0,0,0,1,2019,9,4,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
2970,"3100 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2019,9,4,Sheraden,2,20,42003562500,5,6,1-16,40.4575547960073,-80.0534869418267
2971,"400 BLOCK KAMBACH ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2019,9,4,Mount Washington,3,18,42003180700,5,3,4-5,40.4260808290425,-79.9997883765852
2972,"STEWART AVE & SUNNYLAND AVE PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,9,4,Carrick,4,29,42003290400,3,3,4-23,40.3824685053078,-79.9828895240261
2973,"2700 BLOCK MC DOWELL ST PITTSBURGH, PA 15212",3,0,1,0,1,1,2019,9,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4698191465876,-80.0264154232935
2974,"1700 BLOCK TERMON AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,4,Brighton Heights,1,27,42003270100,1,1,1-14,40.4819264966771,-80.0417992250664
2975,"2300 BLOCK PITTOCK ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,9,5,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4314167194445,-79.9208239307763
2976,"1400 BLOCK W NORTH AVE PITTSBURGH, PA 15233",1,0,0,0,0,1,2019,9,5,Manchester,6,21,42003210700,1,1,1-8,40.4522152724129,-80.0257673094785
2977,"7100 BLOCK RACE ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,9,5,Homewood North,9,13,42003130200,2,5,3-17,40.4593342175381,-79.8979386679952
2978,"2000 BLOCK MOUNTFORD AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,9,5,Fineview,1,25,42003250900,1,1,1-10,40.4638910460978,-80.0072718392866
2979,"400 BLOCK WOOD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,9,5,Central Business District,6,1,42003020100,6,2,1-4,40.4394331511613,-80.0010801398374
2980,"700 BLOCK MERCER ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,9,5,,,,,,2,,,
2981,"CHARTIERS AVE & MARLOW ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,9,5,Elliott,2,20,42003562600,5,6,1-17,40.4431326066483,-80.0397268058089
2982,"3200 BLOCK JULIET ST PITTSBURGH, PA 15213",4,0,3,1,0,0,2019,9,5,South Oakland,3,4,42003040900,3,4,2-11,40.4316416234215,-79.9567073533308
2983,"DEARBORN ST & N ATLANTIC AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,9,5,Garfield,9,10,42003101700,2,5,3-4,40.4653261344616,-79.9384154244009
2984,"BEDFORD AVE & FRANCIS ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,9,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4516550430346,-79.970283735915
2985,"1600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,5,Carrick,4,29,42003290200,3,3,4-12,40.3998045691587,-79.9890669688938
2986,"1900 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,6,Carrick,4,29,42003290100,3,3,4-12,40.3960603966567,-79.9875088066487
2987,"S 22ND ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,9,6,South Side Flats,3,16,42003160900,3,3,4-24,40.42842082423,-79.9746421516966
2988,"4500 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,9,6,,,,,,2,,,
2989,"CENTRE AVE & PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,9,6,Shadyside,8,7,42003070800,2,4,3-8,40.4606638146588,-79.9227262603727
3004,"300 BLOCK STATION SQUARE DRW PITTSBURGH, PA 15219",2,0,1,0,1,0,2019,10,0,South Shore,2,19,42003980700,5,3,4-2,40.4349870298907,-80.0069907151145
3005,"BAUSMAN ST & GRIMES AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,10,0,Knoxville,3,30,42003300100,5,3,4-7,40.4143052303925,-79.9929805873955
3006,"100 BLOCK ALLUVIAN ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,10,0,,,,,,4,,,
3007,"300 BLOCK HELDMAN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,0,,,,,,2,,,
3008,"WATSON ST & STEVENSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,0,Bluff,6,1,42003010300,3,2,2-4,40.4382040793296,-79.986498781769
3009,"CAKE WAY & CASEMENT ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,10,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4705566616882,-80.0310131517676
3010,"LINCOLN AVE & LEMINGTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,1,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-18,40.4687570060556,-79.8960503819162
3011,"1600 BLOCK CHATEAU ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,1,Manchester,6,21,42003210700,1,1,1-8,40.4555581439483,-80.0288642473981
3012,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,1,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
3013,"3300 BLOCK CENTRAL AVE PITTSBURGH, PA 15212",2,0,1,1,0,0,2019,10,1,,,,,,1,,,
3014,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,1,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
3015,"MANTON WAY & HELEN WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,10,2,Allentown,3,18,42003180300,5,3,4-21,40.4213025300305,-79.9942488060964
3016,"100 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,10,2,,,,,,4,,,
3017,"BORLAND ST & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,2,East Liberty,9,11,42003111300,2,5,3-8,40.4666504064293,-79.9249881686151
3018,"37TH ST & CABINET WAY PITTSBURGH, PA 15201",3,0,3,0,0,0,2019,10,2,Lower Lawrenceville,7,6,42003060300,2,2,3-6,40.46316052176,-79.962173781782
3019,"BUTLER ST & PLUMMER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,10,2,Central Lawrenceville,7,9,42003981000,2,2,3-5,40.4758615000864,-79.9576446101215
3020,"BLACKADORE ST & FERNDALE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,2,Homewood North,9,13,42003130100,2,5,3-17,40.4593203878445,-79.8835908801128
3021,"3000 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,10,2,Sheraden,2,20,42003562500,5,6,1-16,40.4567268113356,-80.0527135525287
3022,"7100 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,2,Homewood North,9,13,42003130200,2,5,3-17,40.4600207644616,-79.8976719808861
3023,"6700 BLOCK DEARY ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,2,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4649511270607,-79.9025008531342
3024,"100 BLOCK S 7TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,10,2,Central Business District,6,2,42003020100,6,2,1-3,40.4441447479242,-80.000996797488
3025,"2200 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,10,2,,,,,,2,,,
3026,"7400 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,2,,,,,,5,,,
3027,"900 BLOCK MINA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,2,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4689574270871,-79.9991875373345
3028,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,2,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
3029,"1500 BLOCK VINE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2019,10,3,,,,,,2,,,
3030,"3800 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,3,Perry North,1,26,42003260700,1,1,1-15,40.4875592947365,-80.0160242160888
3031,"LIGHTHILL ST & REEDSDALE ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,3,Chateau,6,21,42003980600,1,1,1-8,40.4486817352708,-80.0239229698178
3032,"OAKWOOD ST & BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,10,3,Homewood South,9,13,42003130400,2,5,3-17,40.4540344303134,-79.8856522299568
3033,"400 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,3,Perry South,6,26,42003261400,1,1,1-12,40.4655498114758,-80.0143771915585
3034,"5TH AVE & DINWIDDIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,3,Bluff,6,1,42003010300,3,2,2-1,40.4383675079078,-79.9807785023313
3035,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,3,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
3036,"900 BLOCK LINCOLN N PITTSBURGH, PA 15238",1,1,0,0,0,0,2019,10,3,Homewood West,9,12,42003120700,2,5,3-15,40.4635201528929,-79.9029210833808
3037,"900 BLOCK LINCOLN N PITTSBURGH, PA 15238",1,1,0,0,0,0,2019,10,3,Homewood West,9,12,42003120700,2,5,3-15,40.4635201528929,-79.9029210833808
3038,"TURRETT ST & WINSLOW ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,4,Larimer,9,12,42003120400,2,5,3-12,40.4622642705993,-79.9094837774843
3039,"500 BLOCK NARCISSUS AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,10,4,Sheraden,2,20,42003562500,5,6,1-16,40.4542035825609,-80.0504031311535
3040,"200 BLOCK N NEGLEY AVE PITTSBURGH, PA 15206",1,0,0,0,0,1,2019,10,4,Garfield,9,11,42003111400,2,5,3-8,40.4645436806627,-79.9300754375356
3041,"2200 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,4,Perry South,6,26,42003261400,1,1,1-10,40.4649652435709,-80.0112894438217
3042,"BEDFORD AVE & CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498121771878,-79.9746234202074
3043,"3500 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.4782614682453,-80.0402734714646
3044,"2300 BLOCK WHITED ST PITTSBURGH, PA 15210",3,0,1,0,1,1,2019,10,5,Brookline,4,19,42003320600,5,6,4-25,40.3963414384638,-80.0097829230092
3045,"STANTON AVE & MELLON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,5,East Liberty,9,11,42003111300,2,5,3-9,40.4710648922365,-79.9249570870901
3046,"FRANKSTOWN AVE & HALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,10,5,Homewood South,9,13,42003130400,2,5,3-17,40.455158685292,-79.8864399818059
3047,"100 BLOCK N JOSLYN DR PENN HILLS, PA 15235",1,0,1,0,0,0,2019,10,5,Manchester,6,21,42003210700,1,1,1-8,40.4526748946748,-80.024333828767
3048,"100 BLOCK N JOSLYN DR PENN HILLS, PA 15235",1,0,1,0,0,0,2019,10,5,Manchester,6,21,42003210700,1,1,1-8,40.4526748946748,-80.024333828767
3049,"100 BLOCK N JOSLYN DR PENN HILLS, PA 15235",1,0,1,0,0,0,2019,10,5,Manchester,6,21,42003210700,1,1,1-8,40.4526748946748,-80.024333828767
3050,"4600 BLOCK STANTON AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,10,6,Stanton Heights,9,10,42003100500,2,5,3-7,40.4813413385944,-79.937714963791
3051,"GARFIELD AVE & ALPINE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,6,Central Northside,6,25,42003250300,1,1,1-21,40.457954678244,-80.0123792454344
3052,"W WARRINGTON AVE & BOGGS AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2019,10,6,Mount Washington,4,19,42003562400,5,3,4-16,40.4156174490716,-80.0110955279751
3053,"N LANG AVE & IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,6,Homewood North,9,13,42003130100,2,5,3-17,40.4586902914696,-79.8982274916388
3054,"S 18TH ST & SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,10,6,South Side Flats,3,17,42003170200,3,3,4-24,40.429686859093,-79.9804717352527
3055,"EXCHANGE WAY & GARRISON PL PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,10,6,Central Business District,6,2,42003020100,6,2,1-3,40.4435987961713,-79.9972332489247
3056,"300 BLOCK MICHIGAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,10,6,Beltzhoover,4,18,42003562400,5,3,4-16,40.4158732483766,-80.0022853158132
3057,"N EUCLID AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,6,East Liberty,9,11,42003111300,2,5,3-8,40.466725175077,-79.9253129225293
3070,"SUSQUEHANNA ST & EL CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,0,Homewood South,9,13,42003130400,2,5,3-17,40.4502448740025,-79.8901623046127
3071,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,0,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
3072,"1300 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,11,0,Northview Heights,1,26,42003260900,1,1,1-13,40.4780460801605,-80.0018064639388
3073,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,11,0,Homewood South,9,13,42003130300,2,5,3-17,40.4555186499155,-79.8969956274934
3074,"100 BLOCK SYRIAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,11,0,,,,,,3,,,
3075,"3400 BLOCK WARD ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,11,1,Central Oakland,3,4,42003040600,3,4,2-11,40.4346231798695,-79.9545983165413
3076,"200 BLOCK E JEFFERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,1,Central Northside,6,25,42003250300,1,1,1-21,40.4591990397452,-80.0099995447709
3077,"400 BLOCK MT PLEASANT RD PITTSBURGH, PA",1,0,1,0,0,0,2019,11,1,Northview Heights,1,26,42003260900,1,1,1-13,40.4798372205299,-80.0019047608856
3078,"600 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,2,,,,42003561200,,5,3-16,40.4454643278064,-79.8849645422166
3079,"SUSQUEHANNA ST & ROSEDALE ST PITTSBURGH, PA 15221",3,0,3,0,0,0,2019,11,2,Homewood South,9,13,42003130400,2,5,3-17,40.4492492126122,-79.8872852454102
3080,"300 BLOCK WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,11,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4049430782919,-79.9391650316465
3081,"SUSQUEHANNA ST & ROSEDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,2,Homewood South,9,13,42003130400,2,5,3-17,40.4492492126122,-79.8872852454102
3082,"EAST LIBERTY BLVD & N HIGHLAND AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,2,East Liberty,9,11,42003111300,2,5,3-8,40.4659569319852,-79.9227601854472
3083,"1700 BLOCK BROADWAY AVE PITTSBURGH, PA 15216",1,0,0,0,0,1,2019,11,2,Beechview,4,19,42003191600,5,6,4-28,40.4084793962549,-80.0252843254653
3084,"1800 BLOCK LEY ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,3,Troy Hill,1,24,42003240600,1,1,1-2,40.4647492169117,-79.9823353038333
3085,"200 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,0,0,0,1,2019,11,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4101566962203,-79.9422715361284
3086,"PERRYSVILLE AVE & MAYWOOD ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,11,3,Perry South,6,26,42003261400,1,1,1-12,40.4669022148037,-80.0103407054152
3087,"BENNETT ST & BATAVIA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,3,East Hills,9,13,42003130600,2,5,3-17,40.454189925887,-79.8844062779195
3088,"5500 BLOCK ELLSWORTH AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2019,11,3,Shadyside,8,7,42003070300,2,4,3-22,40.45363835019,-79.934867290177
3089,"2400 BLOCK WOODWARD AVE PITTSBURGH, PA 15226",3,0,3,0,0,0,2019,11,3,Brookline,4,19,42003191900,5,6,4-26,40.4000430609667,-80.0223422334561
3090,"5700 BLOCK ELMER ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2019,11,4,,,,,,4,,,
3091,"PERSHING ST & MICHIGAN RD PITTSBURGH, PA 15235",1,0,0,1,0,0,2019,11,4,,,,42003523100,,OSC,,40.4651130684273,-79.8761526593701
3092,"1300 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,11,4,,,,,,2,,,
3093,"200 BLOCK WINSTON ST PITTSBURGH, PA 15207",3,0,2,0,1,0,2019,11,4,Hazelwood,5,15,42003562300,3,4,2-13,40.4047608456116,-79.9414656076942
3094,"LAFAYETTE AVE & MOUNTFORD AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,11,4,Fineview,6,26,42003261400,1,1,1-10,40.4654613389642,-80.0080912534891
3095,"<100 BLOCK GREENBUSH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,11,4,Mount Washington,2,19,42003191400,5,3,4-27,40.42851638875,-80.0064289835609
3096,"1400 BLOCK WESTFIELD ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,11,4,Beechview,4,19,42003191600,5,6,4-28,40.4131383664171,-80.0193216136418
3097,"5900 BLOCK DEVEREAUX LN PITTSBURGH, PA 15232",1,1,0,0,0,0,2019,11,5,,,,,,4,,,
3098,"900 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,5,Regent Square,5,14,42003141000,3,4,2-16,40.4356546560307,-79.896187038801
3099,"LORENZ AVE & VALONIA ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,11,5,Elliott,2,20,42003562600,5,6,1-17,40.4464640343612,-80.0369213956042
3100,"800 BLOCK ASHDALE ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2019,11,5,,,,,,3,,,
3101,"900 BLOCK GIBSON ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,11,5,Elliott,2,20,42003562600,5,6,1-17,40.4442469499171,-80.0382132432458
3102,"STAYTON ST & HODGKISS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.4675342497851,-80.0266531512893
3103,"7400 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,11,5,Homewood South,9,13,42003130300,2,5,3-17,40.4537297499137,-79.8935899828523
3104,"1600 BLOCK DUFFIELD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,5,Morningside,7,10,42003101400,2,5,3-7,40.4828865763542,-79.9304536463093
3105,"5400 BLOCK WARBLE ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,11,5,,,,,,5,,,
3106,"300 BLOCK N TAYLOR AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,11,5,Central Northside,1,22,42003220600,1,1,1-21,40.4568543823229,-80.010270551041
3107,"LINCOLN AVE & UPLAND ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,5,Homewood West,9,12,42003120300,2,5,3-15,40.4638778382955,-79.9020632340656
3108,"100 BLOCK HARWOOD WAY PITTSBURGH, PA 15211",2,0,0,2,0,0,2019,11,5,,,,,,3,,,
3109,"6400 BLOCK CENTRE AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,6,,,,,,5,,,
3110,"N CHARLES ST & BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,6,California-Kirkbride,6,25,42003250700,1,1,1-9,40.4596633284423,-80.0170730685257
3136,"2300 BLOCK ECCLES ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,12,0,South Side Slopes,3,16,42003160800,3,3,4-22,40.418144117718,-79.9742634862407
3137,"3200 BLOCK CAMP ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,0,Upper Hill,6,5,42003050600,3,2,2-22,40.4515306894116,-79.9589394697442
3138,"BIGELOW BLVD & 7TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,0,,,,,,2,,,
3139,"N BRADDOCK AVE & SUSQUEHANNA ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,12,0,Homewood South,9,13,42003130400,2,5,3-17,40.4511647155181,-79.8922000607461
3140,"S 12TH ST & FIEGER ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,12,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4307076094186,-79.9864748699327
3141,"CALIFORNIA AVE RAMP & MARSHALL AVE RAMP PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,12,1,,,,,,1,,,
3142,"1700 BLOCK LETSCHE ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,12,1,,,,,,1,,,
3143,"BLOCK ARMORHILL AVE PITTSBURGH, PA 15120",1,0,1,0,0,0,2019,12,1,,,,,,4,,,
